id,Nitrogen,Phosphorus,Potassium,pH,Conductivity,Temperature,Humidity,device_id,created_at
1,73.62175627128852,30.79454948415944,72.63200403976238,6.591623987629693,2.433307473676993,22.412245334091644,77.27581147157386,2,2024-10-26 23:23:00
2,86.27192075045589,45.3706704960173,147.23284202472013,6.17503701903061,2.198718350778136,16.158230540251125,51.616568296922175,2,2024-10-27 00:23:00
3,26.58583222458157,12.249645556086763,113.13494386025364,6.196761105939388,1.879553298859301,19.02968575985465,67.9718161544462,2,2024-10-27 01:23:00
4,42.54723940667362,16.271976042264292,134.35017264035213,6.658074836066673,0.5320500430692781,19.052820354517568,75.56036965829149,2,2024-10-27 02:23:00
5,52.20559124665617,31.84766232427298,136.0554906006239,5.979086481937278,0.7161607539990127,28.540687894630672,79.48138152373893,2,2024-10-27 03:23:00
6,52.45176209221098,45.9121770257305,72.64750116705908,6.386309528571767,0.7848017790877377,29.875932457727693,54.80578779142931,2,2024-10-27 04:23:00
7,12.008111053460423,27.20620395989331,137.3439389831791,5.50122943466944,2.187960999117676,25.033007292897665,89.57479734185156,2,2024-10-27 05:23:00
8,10.707119197167051,40.63680288140426,61.06026669083884,6.397137354810607,1.7842136974812497,28.109810290114883,85.19219955369793,2,2024-10-27 06:23:00
9,94.76345213699896,21.156065916218065,52.894640941100015,7.207724346612494,2.123197720984976,24.343830315124784,59.28438791197004,2,2024-10-27 07:23:00
10,52.847755100667925,49.49721940899477,74.38274870041855,6.448830369142948,0.7478418543429646,22.84895361100937,89.39754214482701,2,2024-10-27 08:23:00
11,50.61989722213952,6.591324710423226,61.36258451666009,7.489507714025509,1.2926550189772472,27.622843652555822,59.80272997769851,2,2024-10-27 09:23:00
12,26.960210856119065,27.41309264060429,97.70786571593284,6.306657543087521,1.6535175287618609,23.281184633071334,66.25868375259554,2,2024-10-27 10:23:00
13,26.4514458025094,9.50655781642923,102.7053092422392,6.158031830068007,1.5018566899730554,27.73533477678189,88.11249586761448,2,2024-10-27 11:23:00
14,55.310828163404736,18.95864296897647,54.03694758651251,6.896792468790965,1.7955592175355553,28.64370859833819,80.61759691398403,2,2024-10-27 12:23:00
15,71.58283311234482,18.282569888711954,68.68786656501514,7.477541491012703,1.0012080575428652,24.158423181629946,69.44064246911209,2,2024-10-27 13:23:00
16,46.3082162587956,20.94672042683998,108.9065920735878,6.383645259387597,1.376168378856348,19.760477536105693,63.30424991769792,2,2024-10-27 14:23:00
17,27.448698915456347,36.7111548791684,100.19853430102486,6.40521777953783,0.560914693749549,21.08722070104243,68.2072311501188,2,2024-10-27 15:23:00
18,44.02146362126841,5.736565744963203,78.01133256796183,6.877782868819359,1.8832908391301344,21.378046714212992,62.23481998723875,2,2024-10-27 16:23:00
19,98.06064692585966,8.307899508305862,61.7512254525001,7.363865656118984,2.0472004534442747,25.40432402362144,88.37880812184521,2,2024-10-27 17:23:00
20,82.15967992578987,15.33044943677572,82.41825811486535,6.334071160161965,1.5194453994026444,23.743374643526845,70.37776985200784,2,2024-10-27 18:23:00
21,42.2989229609657,18.769147774643383,107.18741725389548,6.5374302294317,0.9963181490460044,20.548099292989203,50.29398269358349,2,2024-10-27 19:23:00
22,35.385405344280684,18.35436941849513,56.065106040310674,6.911086330604241,0.7582497377018056,21.88225967573957,83.88326729778987,2,2024-10-27 20:23:00
23,76.63741732197892,12.863875724689269,86.45156117010418,6.632612143237687,0.973159565406842,28.66411279060004,80.20134710384785,2,2024-10-27 21:23:00
24,98.13518012833742,42.400957222213776,76.040593920048,6.313299269182055,1.241544996516913,17.236955752743917,51.71673739207509,2,2024-10-27 22:23:00
25,24.376032420039028,11.984171033428376,132.51662208279487,5.785639048646568,2.0237126623610213,23.81030854359168,89.34613444692434,2,2024-10-27 23:23:00
26,92.06884731261168,35.906017437314105,58.71253543141939,6.198887533487944,1.5481840162903966,19.91687129662035,58.25079669282299,2,2024-10-28 00:23:00
27,81.28233444400955,12.394893828951393,85.7835520701442,7.480594322412477,1.1177750841605945,21.77987714899508,51.86974874791928,2,2024-10-28 01:23:00
28,65.40196314862294,39.23283611874093,93.76994133385963,7.360892724614319,2.198600748773111,19.563005943447045,84.92393324511583,2,2024-10-28 02:23:00
29,80.21260448155633,43.92199481194356,89.0550479041215,6.599800066398617,1.8138401319048327,22.087923366607573,86.86892914614799,2,2024-10-28 03:23:00
30,41.36834527078078,45.94948318849463,100.0550097755096,6.18521495816849,2.08529373925918,23.12227762097587,71.36973814345755,2,2024-10-28 04:23:00
31,19.44021033611442,26.277360523270502,104.16983998692297,6.951806048065736,0.9300846117319816,18.393073835428268,67.86705079419562,2,2024-10-28 05:23:00
32,65.83636795972967,25.746766219526453,121.65013223709975,6.304432444639483,0.5100144794146864,19.020282874695525,60.29971916156937,2,2024-10-28 06:23:00
33,54.7481404969712,40.20357956943901,104.74246709923888,5.999719738253646,1.2052982846529288,23.567825061763944,84.59863517386077,2,2024-10-28 07:23:00
34,74.83627231724051,30.42991830444538,106.99902100600174,5.694764535537448,1.7925629131030214,16.73545977200279,72.4726175591897,2,2024-10-28 08:23:00
35,47.920370484440056,41.87208921499016,56.44097313146139,6.237918538360661,0.8885918370806734,17.3836249233396,55.66799038606929,2,2024-10-28 09:23:00
36,84.46316661384486,23.268506182349515,90.66928481757952,6.669329700021103,1.463159035091127,21.63824479994591,53.13147190180213,2,2024-10-28 10:23:00
37,46.528121801177576,21.717009717100108,109.30394441302964,7.408771226654011,1.6377650415118263,23.444708022039592,60.725376342510685,2,2024-10-28 11:23:00
