date,temperature,anomaly
2023-01-01,15.213788510414279,False
2023-01-02,25.228882030519134,False
2023-01-03,33.96629798518302,True
2023-01-04,18.768342867828895,False
2023-01-05,19.98319268436812,False
2023-01-06,16.650068638966466,False
2023-01-07,18.648117505060426,False
2023-01-08,18.35957613672614,False
2023-01-09,20.61247490636777,False
2023-01-10,22.18416598864872,False
2023-01-11,25.1860694036533,False
2023-01-12,32.44714480001913,False
2023-01-13,27.394107001913255,False
2023-01-14,19.3842642631661,False
2023-01-15,12.608598369836344,False
2023-01-16,10.537008394050758,False
2023-01-17,10.803676308590125,False
2023-01-18,35.06440270443156,False
2023-01-19,18.794059873207154,False
2023-01-20,18.652507660981424,False
2023-01-21,23.20327016351682,False
2023-01-22,16.564758577873114,False
2023-01-23,20.715302510677144,False
2023-01-24,21.043487459671706,False
2023-01-25,19.11459181160429,False
2023-01-26,22.538848433555184,False
2023-01-27,20.286137981375756,False
2023-01-28,22.423757078661637,False
2023-01-29,26.612027812549982,False
2023-01-30,24.135115129580875,False
2023-01-31,16.07733335812831,False
2023-02-01,20.990336242538834,False
2023-02-02,21.803985757065092,False
2023-02-03,22.409793498087375,False
2023-02-04,18.965629955570147,False
2023-02-05,22.982986665456767,False
2023-02-06,11.334890332032117,False
2023-02-07,21.025796376958812,False
2023-02-08,16.18880050213876,False
2023-02-09,16.069301527325813,False
2023-02-10,22.191013426668597,False
2023-02-11,11.496054527229713,False
2023-02-12,15.754518407478042,False
2023-02-13,26.283074159504423,False
2023-02-14,25.66239799651922,False
2023-02-15,22.013105761511113,False
2023-02-16,21.038379886634342,False
2023-02-17,25.04903956962945,False
2023-02-18,15.835674436651782,False
2023-02-19,28.67013147864715,False
2023-02-20,27.013421631264762,False
2023-02-21,24.563946041032487,False
2023-02-22,13.882463180186573,False
2023-02-23,19.286307160090956,False
2023-02-24,14.89749262772511,False
2023-02-25,22.678551006627803,False
2023-02-26,20.924475636027648,False
2023-02-27,25.21002054155862,False
2023-02-28,9.149981998274672,False
2023-03-01,24.238403092456302,False
2023-03-02,17.743100144940367,False
2023-03-03,21.452583632894257,False
2023-03-04,16.83248960653108,False
2023-03-05,14.412981834748688,False
2023-03-06,21.53054813288431,False
2023-03-07,15.338061604209486,False
2023-03-08,18.40929146965831,False
2023-03-09,10.962821687606999,False
2023-03-10,17.932135667348437,False
2023-03-11,14.405102789947197,False
2023-03-12,18.966936082129795,False
2023-03-13,17.01639584497491,False
2023-03-14,17.500930272692692,False
2023-03-15,24.632017160462333,False
2023-03-16,22.965059701536767,False
2023-03-17,16.753762196482946,False
2023-03-18,16.45574056226588,False
2023-03-19,17.106073394039274,False
2023-03-20,23.797805876854383,False
2023-03-21,21.832323955037033,False
2023-03-22,21.133913092887145,False
2023-03-23,15.699732436810377,False
2023-03-24,14.910841735174099,False
2023-03-25,27.03724994674608,False
2023-03-26,21.687209809545305,False
2023-03-27,18.223472111632685,False
2023-03-28,17.97192649826599,False
2023-03-29,26.69211970385831,False
2023-03-30,11.129909586788212,True
2023-03-31,21.52049028962389,False
2023-04-01,16.229585613401408,False
2023-04-02,28.823847635267583,False
2023-04-03,19.214399290848185,False
2023-04-04,18.74051503030479,False
2023-04-05,27.295882763689487,False
2023-04-06,5.143282498641488,False
2023-04-07,19.117434554204486,False
2023-04-08,25.241560390901384,False
2023-04-09,17.400886586953348,False
2023-04-10,16.1951757779352,False
2023-04-11,24.434676721149096,False
2023-04-12,14.980203144861973,False
